Year,Month,Gender,LNC_by_Age,Value_Legal_Name_Change
2009,May,T,0-4,24
2009,May,T,9-May,20
2009,May,T,14-Oct,27
2009,May,T,15-19,25
2009,May,T,20-24,15
2009,May,T,25-29,15
2009,May,T,30-34,16
2009,May,T,35-39,13
2009,May,T,40-44,10
2009,May,T,45-49,7
2009,May,T,50-54,3
2009,May,T,55-59,5
2009,May,T,60-64,3
2009,May,T,65-69,1
2009,May,T,70-74,1
2009,May,T,75+,0
2009,May,T,Total,185
2009,June,M,0-4,10
2009,June,M,9-May,11
2009,June,M,14-Oct,10
2009,June,M,15-19,17
2009,June,M,20-24,20
2009,June,M,25-29,16
2009,June,M,30-34,4
2009,June,M,35-39,15
2009,June,M,40-44,4
2009,June,M,45-49,5
2009,June,M,50-54,2
2009,June,M,55-59,2
2009,June,M,60-64,2
2009,June,M,65-69,1
2009,June,M,70-74,1
2009,June,M,75+,0
2009,June,M,Total,120
2009,June,F,0-4,24
2009,June,F,9-May,16
2009,June,F,14-Oct,15
2009,June,F,15-19,16
2009,June,F,20-24,18
2009,June,F,25-29,9
2009,June,F,30-34,9
2009,June,F,35-39,9
2009,June,F,40-44,3
2009,June,F,45-49,2
2009,June,F,50-54,2
2009,June,F,55-59,3
2009,June,F,60-64,1
2009,June,F,65-69,1
2009,June,F,70-74,2
2009,June,F,75+,0
2009,June,F,Total,130
2009,June,T,0-4,34
2009,June,T,9-May,27
2009,June,T,14-Oct,25
2009,June,T,15-19,33
2009,June,T,20-24,38
2009,June,T,25-29,25
2009,June,T,30-34,13
2009,June,T,35-39,24
2009,June,T,40-44,7
2009,June,T,45-49,7
2009,June,T,50-54,4
2009,June,T,55-59,5
2009,June,T,60-64,3
2009,June,T,65-69,2
2009,June,T,70-74,3
2009,June,T,75+,0
2009,June,T,Total,250
2009,July,M,0-4,6
2009,July,M,9-May,7
2009,July,M,14-Oct,4
2009,July,M,15-19,12
2009,July,M,20-24,7
2009,July,M,25-29,11
2009,July,M,30-34,5
2009,July,M,35-39,5
2009,July,M,40-44,4
2009,July,M,45-49,1
2009,July,M,50-54,1
2009,July,M,55-59,0
2009,July,M,60-64,0
2009,July,M,65-69,0
2009,July,M,70-74,0
2009,July,M,75+,1
2009,July,M,Total,64
2009,July,F,0-4,9
2009,July,F,9-May,4
2009,July,F,14-Oct,8
2009,July,F,15-19,8
2009,July,F,20-24,1
2009,July,F,25-29,9
2009,July,F,30-34,9
2009,July,F,35-39,2
2009,July,F,40-44,2
2009,July,F,45-49,3
2009,July,F,50-54,1
2009,July,F,55-59,1
2009,July,F,60-64,0
2009,July,F,65-69,1
2009,July,F,70-74,1
2009,July,F,75+,1
2009,July,F,Total,60
2009,July,T,0-4,15
2009,July,T,9-May,11
2009,July,T,14-Oct,12
2009,July,T,15-19,20
2009,July,T,20-24,8
2009,July,T,25-29,20
2009,July,T,30-34,14
2009,July,T,35-39,7
2009,July,T,40-44,6
2009,July,T,45-49,4
2009,July,T,50-54,2
2009,July,T,55-59,1
2009,July,T,60-64,0
2009,July,T,65-69,1
2009,July,T,70-74,1
2009,July,T,75+,2
2009,July,T,Total,124
2009,August,M,0-4,16
2009,August,M,9-May,20
2009,August,M,14-Oct,16
2009,August,M,15-19,19
2009,August,M,20-24,6
2009,August,M,25-29,11
2009,August,M,30-34,16
2009,August,M,35-39,13
2009,August,M,40-44,6
2009,August,M,45-49,8
2009,August,M,50-54,5
2009,August,M,55-59,3
2009,August,M,60-64,4
2009,August,M,65-69,0
2009,August,M,70-74,0
2009,August,M,75+,0
2009,August,M,Total,143
2009,August,F,0-4,21
2009,August,F,9-May,6
2009,August,F,14-Oct,11
2009,August,F,15-19,18
2009,August,F,20-24,14
2009,August,F,25-29,7
2009,August,F,30-34,11
2009,August,F,35-39,6
2009,August,F,40-44,8
2009,August,F,45-49,1
2009,August,F,50-54,2
2009,August,F,55-59,1
2009,August,F,60-64,1
2009,August,F,65-69,0
2009,August,F,70-74,0
2009,August,F,75+,0
2009,August,F,Total,107
2009,August,T,0-4,37
2009,August,T,9-May,26
2009,August,T,14-Oct,27
2009,August,T,15-19,37
2009,August,T,20-24,20
2009,August,T,25-29,18
2009,August,T,30-34,27
2009,August,T,35-39,19
2009,August,T,40-44,14
2009,August,T,45-49,9
2009,August,T,50-54,7
2009,August,T,55-59,4
2009,August,T,60-64,5
2009,August,T,65-69,0
2009,August,T,70-74,0
2009,August,T,75+,0
2009,August,T,Total,250
2009,September,M,0-4,24
2009,September,M,9-May,17
2009,September,M,14-Oct,18
2009,September,M,15-19,29
2009,September,M,20-24,7
2009,September,M,25-29,16
2009,September,M,30-34,18
2009,September,M,35-39,16
2009,September,M,40-44,6
2009,September,M,45-49,3
2009,September,M,50-54,5
2009,September,M,55-59,5
2009,September,M,60-64,3
2009,September,M,65-69,0
2009,September,M,70-74,0
2009,September,M,75+,2
2009,September,M,Total,169
2009,September,F,0-4,25
2009,September,F,9-May,22
2009,September,F,14-Oct,7
2009,September,F,15-19,17
2009,September,F,20-24,17
2009,September,F,25-29,20
2009,September,F,30-34,12
2009,September,F,35-39,10
2009,September,F,40-44,8
2009,September,F,45-49,7
2009,September,F,50-54,1
2009,September,F,55-59,5
2009,September,F,60-64,4
2009,September,F,65-69,2
2009,September,F,70-74,0
2009,September,F,75+,2
2009,September,F,Total,159
2009,September,T,0-4,49
2009,September,T,9-May,39
2009,September,T,14-Oct,25
2009,September,T,15-19,46
2009,September,T,20-24,24
2009,September,T,25-29,36
2009,September,T,30-34,30
2009,September,T,35-39,26
2009,September,T,40-44,14
2009,September,T,45-49,10
2009,September,T,50-54,6
2009,September,T,55-59,10
2009,September,T,60-64,7
2009,September,T,65-69,2
2009,September,T,70-74,0
2009,September,T,75+,4
2009,September,T,Total,328
2009,October,M,0-4,23
2009,October,M,9-May,16
2009,October,M,14-Oct,14
2009,October,M,15-19,26
2009,October,M,20-24,12
2009,October,M,25-29,15
2009,October,M,30-34,12
2009,October,M,35-39,7
2009,October,M,40-44,11
2009,October,M,45-49,2
2009,October,M,50-54,6
2009,October,M,55-59,1
2009,October,M,60-64,2
2009,October,M,65-69,0
2009,October,M,70-74,1
2009,October,M,75+,0
2009,October,M,Total,148
2009,October,F,0-4,20
2009,October,F,9-May,14
2009,October,F,14-Oct,17
2009,October,F,15-19,16
2009,October,F,20-24,18
2009,October,F,25-29,11
2009,October,F,30-34,13
2009,October,F,35-39,10
2009,October,F,40-44,1
2009,October,F,45-49,4
2009,October,F,50-54,3
2009,October,F,55-59,1
2009,October,F,60-64,1
2009,October,F,65-69,2
2009,October,F,70-74,0
2009,October,F,75+,1
2009,October,F,Total,132
2009,October,T,0-4,43
2009,October,T,9-May,30
2009,October,T,14-Oct,31
2009,October,T,15-19,42
2009,October,T,20-24,30
2009,October,T,25-29,26
2009,October,T,30-34,25
2009,October,T,35-39,17
2009,October,T,40-44,12
2009,October,T,45-49,6
2009,October,T,50-54,9
2009,October,T,55-59,2
2009,October,T,60-64,3
2009,October,T,65-69,2
2009,October,T,70-74,1
2009,October,T,75+,1
2009,October,T,Total,280
2009,November,M,0-4,15
2009,November,M,9-May,1
2009,November,M,14-Oct,9
2009,November,M,15-19,11
2009,November,M,20-24,15
2009,November,M,25-29,5
2009,November,M,30-34,8
2009,November,M,35-39,5
2009,November,M,40-44,4
2009,November,M,45-49,8
2009,November,M,50-54,3
2009,November,M,55-59,3
2009,November,M,60-64,2
2009,November,M,65-69,2
2009,November,M,70-74,0
2009,November,M,75+,0
2009,November,M,Total,91
2009,November,F,0-4,11
2009,November,F,9-May,4
2009,November,F,14-Oct,3
2009,November,F,15-19,9
2009,November,F,20-24,7
2009,November,F,25-29,11
2009,November,F,30-34,4
2009,November,F,35-39,2
2009,November,F,40-44,6
2009,November,F,45-49,6
2009,November,F,50-54,4
2009,November,F,55-59,1
2009,November,F,60-64,0
2009,November,F,65-69,0
2009,November,F,70-74,0
2009,November,F,75+,1
2009,November,F,Total,69
2009,November,T,0-4,26
2009,November,T,9-May,5
2009,November,T,14-Oct,12
2009,November,T,15-19,20
2009,November,T,20-24,22
2009,November,T,25-29,16
2009,November,T,30-34,12
2009,November,T,35-39,7
2009,November,T,40-44,10
2009,November,T,45-49,14
2009,November,T,50-54,7
2009,November,T,55-59,4
2009,November,T,60-64,2
2009,November,T,65-69,2
2009,November,T,70-74,0
2009,November,T,75+,1
2009,November,T,Total,160
2009,December,M,0-4,16
2009,December,M,9-May,6
2009,December,M,14-Oct,8
2009,December,M,15-19,24
2009,December,M,20-24,4
2009,December,M,25-29,4
2009,December,M,30-34,5
2009,December,M,35-39,2
2009,December,M,40-44,3
2009,December,M,45-49,5
2009,December,M,50-54,2
2009,December,M,55-59,2
2009,December,M,60-64,3
2009,December,M,65-69,0
2009,December,M,70-74,0
2009,December,M,75+,0
2009,December,M,Total,84
2009,December,F,0-4,20
2009,December,F,9-May,11
2009,December,F,14-Oct,13
2009,December,F,15-19,16
2009,December,F,20-24,5
2009,December,F,25-29,9
2009,December,F,30-34,5
2009,December,F,35-39,4
2009,December,F,40-44,4
2009,December,F,45-49,6
2009,December,F,50-54,1
2009,December,F,55-59,1
2009,December,F,60-64,2
2009,December,F,65-69,0
2009,December,F,70-74,0
2009,December,F,75+,1
2009,December,F,Total,98
2009,December,T,0-4,36
2009,December,T,9-May,17
2009,December,T,14-Oct,21
2009,December,T,15-19,40
2009,December,T,20-24,9
2009,December,T,25-29,13
2009,December,T,30-34,10
2009,December,T,35-39,6
2009,December,T,40-44,7
2009,December,T,45-49,11
2009,December,T,50-54,3
2009,December,T,55-59,3
2009,December,T,60-64,5
2009,December,T,65-69,0
2009,December,T,70-74,0
2009,December,T,75+,1
2009,December,T,Total,182
2009,Total,M,0-4,186
2009,Total,M,9-May,138
2009,Total,M,14-Oct,125
2009,Total,M,15-19,197
2009,Total,M,20-24,130
2009,Total,M,25-29,135
2009,Total,M,30-34,103
2009,Total,M,35-39,101
2009,Total,M,40-44,67
2009,Total,M,45-49,50
2009,Total,M,50-54,38
2009,Total,M,55-59,28
2009,Total,M,60-64,27
2009,Total,M,65-69,8
2009,Total,M,70-74,6
2009,Total,M,75+,6
2009,Total,M,Total,1345
2009,Total,F,0-4,207
2009,Total,F,9-May,128
2009,Total,F,14-Oct,123
2009,Total,F,15-19,161
2009,Total,F,20-24,129
2009,Total,F,25-29,125
2009,Total,F,30-34,109
2009,Total,F,35-39,70
2009,Total,F,40-44,60
2009,Total,F,45-49,55
2009,Total,F,50-54,26
2009,Total,F,55-59,31
2009,Total,F,60-64,22
2009,Total,F,65-69,9
2009,Total,F,70-74,4
2009,Total,F,75+,8
2009,Total,F,Total,1267
2009,Total,T,0-4,393
2009,Total,T,9-May,266
2009,Total,T,14-Oct,248
2009,Total,T,15-19,358
2009,Total,T,20-24,259
2009,Total,T,25-29,260
2009,Total,T,30-34,212
2009,Total,T,35-39,171
2009,Total,T,40-44,127
2009,Total,T,45-49,105
2009,Total,T,50-54,64
2009,Total,T,55-59,59
2009,Total,T,60-64,49
2009,Total,T,65-69,17
2009,Total,T,70-74,10
2009,Total,T,75+,14
2009,Total,T,Total,2612
2010,January,M,0-4,17
2010,January,M,9-May,18
2010,January,M,14-Oct,18
2010,January,M,15-19,16
2010,January,M,20-24,6
2010,January,M,25-29,6
2010,January,M,30-34,9
2010,January,M,35-39,10
2010,January,M,40-44,6
2010,January,M,45-49,5
2010,January,M,50-54,2
2010,January,M,55-59,2
2010,January,M,60-64,4
2010,January,M,65-69,0
2010,January,M,70-74,0
2010,January,M,75+,1
2010,January,M,Total,120
2010,January,F,0-4,14
2010,January,F,9-May,10
2010,January,F,14-Oct,9
2010,January,F,15-19,20
2010,January,F,20-24,10
2010,January,F,25-29,6
2010,January,F,30-34,5
2010,January,F,35-39,9
2010,January,F,40-44,4
2010,January,F,45-49,4
2010,January,F,50-54,2
2010,January,F,55-59,2
2010,January,F,60-64,0
2010,January,F,65-69,0
2010,January,F,70-74,1
2010,January,F,75+,1
2010,January,F,Total,97
2010,January,T,0-4,31
2010,January,T,9-May,28
2010,January,T,14-Oct,27
2010,January,T,15-19,36
2010,January,T,20-24,16
2010,January,T,25-29,12
2010,January,T,30-34,14
2010,January,T,35-39,19
2010,January,T,40-44,10
2010,January,T,45-49,9
2010,January,T,50-54,4
2010,January,T,55-59,4
2010,January,T,60-64,4
2010,January,T,65-69,0
2010,January,T,70-74,1
2010,January,T,75+,2
2010,January,T,Total,217
2010,February,M,0-4,14
2010,February,M,9-May,9
2010,February,M,14-Oct,13
2010,February,M,15-19,6
2010,February,M,20-24,11
2010,February,M,25-29,12
2010,February,M,30-34,11
2010,February,M,35-39,7
2010,February,M,40-44,9
2010,February,M,45-49,5
2010,February,M,50-54,2
2010,February,M,55-59,4
2010,February,M,60-64,2
2010,February,M,65-69,1
2010,February,M,70-74,0
2010,February,M,75+,0
2010,February,M,Total,106
2010,February,F,0-4,15
2010,February,F,9-May,17
2010,February,F,14-Oct,16
2010,February,F,15-19,10
2010,February,F,20-24,8
2010,February,F,25-29,11
2010,February,F,30-34,11
2010,February,F,35-39,8
2010,February,F,40-44,9
2010,February,F,45-49,8
2010,February,F,50-54,4
2010,February,F,55-59,5
2010,February,F,60-64,0
2010,February,F,65-69,0
2010,February,F,70-74,0
2010,February,F,75+,3
2010,February,F,Total,125
2010,February,T,0-4,29
2010,February,T,9-May,26
2010,February,T,14-Oct,29
2010,February,T,15-19,16
2010,February,T,20-24,19
2010,February,T,25-29,23
2010,February,T,30-34,22
2010,February,T,35-39,15
2010,February,T,40-44,18
2010,February,T,45-49,13
2010,February,T,50-54,6
2010,February,T,55-59,9
2010,February,T,60-64,2
2010,February,T,65-69,1
2010,February,T,70-74,0
2010,February,T,75+,3
2010,February,T,Total,231
2010,March,M,0-4,11
2010,March,M,9-May,13
2010,March,M,14-Oct,22
2010,March,M,15-19,17
2010,March,M,20-24,15
2010,March,M,25-29,16
2010,March,M,30-34,6
2010,March,M,35-39,13
2010,March,M,40-44,3
2010,March,M,45-49,4
2010,March,M,50-54,5
2010,March,M,55-59,5
2010,March,M,60-64,3
2010,March,M,65-69,1
2010,March,M,70-74,0
2010,March,M,75+,1
2010,March,M,Total,135
2010,March,F,0-4,21
2010,March,F,9-May,22
2010,March,F,14-Oct,13
2010,March,F,15-19,14
2010,March,F,20-24,8
2010,March,F,25-29,8
2010,March,F,30-34,10
2010,March,F,35-39,8
2010,March,F,40-44,5
2010,March,F,45-49,6
2010,March,F,50-54,4
2010,March,F,55-59,3
2010,March,F,60-64,0
2010,March,F,65-69,2
2010,March,F,70-74,0
2010,March,F,75+,1
2010,March,F,Total,125
2010,March,T,0-4,32
2010,March,T,9-May,35
2010,March,T,14-Oct,35
2010,March,T,15-19,31
2010,March,T,20-24,23
2010,March,T,25-29,24
2010,March,T,30-34,16
2010,March,T,35-39,21
2010,March,T,40-44,8
2010,March,T,45-49,10
2010,March,T,50-54,9
2010,March,T,55-59,8
2010,March,T,60-64,3
2010,March,T,65-69,3
2010,March,T,70-74,0
2010,March,T,75+,2
2010,March,T,Total,260
2010,April,M,0-4,24
2010,April,M,9-May,12
2010,April,M,14-Oct,13
2010,April,M,15-19,15
2010,April,M,20-24,8
2010,April,M,25-29,8
2010,April,M,30-34,9
2010,April,M,35-39,13
2010,April,M,40-44,6
2010,April,M,45-49,5
2010,April,M,50-54,1
2010,April,M,55-59,1
2010,April,M,60-64,2
2010,April,M,65-69,1
2010,April,M,70-74,1
2010,April,M,75+,0
2010,April,M,Total,119
2010,April,F,0-4,22
2010,April,F,9-May,11
2010,April,F,14-Oct,17
2010,April,F,15-19,14
2010,April,F,20-24,9
2010,April,F,25-29,8
2010,April,F,30-34,6
2010,April,F,35-39,12
2010,April,F,40-44,4
2010,April,F,45-49,1
2010,April,F,50-54,7
2010,April,F,55-59,1
2010,April,F,60-64,5
2010,April,F,65-69,0
2010,April,F,70-74,1
2010,April,F,75+,0
2010,April,F,Total,118
2010,April,T,0-4,46
2010,April,T,9-May,23
2010,April,T,14-Oct,30
2010,April,T,15-19,29
2010,April,T,20-24,17
2010,April,T,25-29,16
2010,April,T,30-34,15
2010,April,T,35-39,25
2010,April,T,40-44,10
2010,April,T,45-49,6
2010,April,T,50-54,8
2010,April,T,55-59,2
2010,April,T,60-64,7
2010,April,T,65-69,1
2010,April,T,70-74,2
2010,April,T,75+,0
2010,April,T,Total,237
2010,May,M,0-4,12
2010,May,M,9-May,11
2010,May,M,14-Oct,4
2010,May,M,15-19,9
2010,May,M,20-24,5
2010,May,M,25-29,14
2010,May,M,30-34,9
2010,May,M,35-39,8
2010,May,M,40-44,4
2010,May,M,45-49,5
2010,May,M,50-54,3
2010,May,M,55-59,3
2010,May,M,60-64,1
2010,May,M,65-69,0
2010,May,M,70-74,1
2010,May,M,75+,0
2010,May,M,Total,89
2010,May,F,0-4,13
2010,May,F,9-May,7
2010,May,F,14-Oct,11
2010,May,F,15-19,7
2010,May,F,20-24,9
2010,May,F,25-29,8
2010,May,F,30-34,9
2010,May,F,35-39,7
2010,May,F,40-44,4
2010,May,F,45-49,2
2010,May,F,50-54,5
2010,May,F,55-59,1
2010,May,F,60-64,1
2010,May,F,65-69,0
2010,May,F,70-74,0
2010,May,F,75+,0
2010,May,F,Total,84
2010,May,T,0-4,25
2010,May,T,9-May,18
2010,May,T,14-Oct,15
2010,May,T,15-19,16
2010,May,T,20-24,14
2010,May,T,25-29,22
2010,May,T,30-34,18
2010,May,T,35-39,15
2010,May,T,40-44,8
2010,May,T,45-49,7
2010,May,T,50-54,8
2010,May,T,55-59,4
2010,May,T,60-64,2
2010,May,T,65-69,0
2010,May,T,70-74,1
2010,May,T,75+,0
2010,May,T,Total,173
2010,June,M,0-4,18
2010,June,M,9-May,19
2010,June,M,14-Oct,23
2010,June,M,15-19,25
2010,June,M,20-24,17
2010,June,M,25-29,13
2010,June,M,30-34,11
2010,June,M,35-39,10
2010,June,M,40-44,8
2010,June,M,45-49,4
2010,June,M,50-54,3
2010,June,M,55-59,0
2010,June,M,60-64,4
2010,June,M,65-69,1
2010,June,M,70-74,0
2010,June,M,75+,0
2010,June,M,Total,156
2010,June,F,0-4,27
2010,June,F,9-May,16
2010,June,F,14-Oct,9
2010,June,F,15-19,22
2010,June,F,20-24,11
2010,June,F,25-29,20
2010,June,F,30-34,17
2010,June,F,35-39,8
2010,June,F,40-44,8
2010,June,F,45-49,3
2010,June,F,50-54,4
2010,June,F,55-59,3
2010,June,F,60-64,3
2010,June,F,65-69,1
2010,June,F,70-74,0
2010,June,F,75+,0
2010,June,F,Total,152
2010,June,T,0-4,45
2010,June,T,9-May,35
2010,June,T,14-Oct,32
2010,June,T,15-19,47
2010,June,T,20-24,28
2010,June,T,25-29,33
2010,June,T,30-34,28
2010,June,T,35-39,18
2010,June,T,40-44,16
2010,June,T,45-49,7
2010,June,T,50-54,7
2010,June,T,55-59,3
2010,June,T,60-64,7
2010,June,T,65-69,2
2010,June,T,70-74,0
2010,June,T,75+,0
2010,June,T,Total,308
2010,July,M,0-4,18
2010,July,M,9-May,8
2010,July,M,14-Oct,13
2010,July,M,15-19,10
2010,July,M,20-24,13
2010,July,M,25-29,14
2010,July,M,30-34,9
2010,July,M,35-39,8
2010,July,M,40-44,4
2010,July,M,45-49,4
2010,July,M,50-54,5
2010,July,M,55-59,3
2010,July,M,60-64,0
2010,July,M,65-69,1
2010,July,M,70-74,0
2010,July,M,75+,2
2010,July,M,Total,112
2010,July,F,0-4,10
2010,July,F,9-May,11
2010,July,F,14-Oct,7
2010,July,F,15-19,12
2010,July,F,20-24,3
2010,July,F,25-29,12
2010,July,F,30-34,5
2010,July,F,35-39,10
2010,July,F,40-44,6
2010,July,F,45-49,1
2010,July,F,50-54,1
2010,July,F,55-59,4
2010,July,F,60-64,0
2010,July,F,65-69,0
2010,July,F,70-74,0
2010,July,F,75+,0
2010,July,F,Total,82
2010,July,T,0-4,28
2010,July,T,9-May,19
2010,July,T,14-Oct,20
2010,July,T,15-19,22
2010,July,T,20-24,16
2010,July,T,25-29,26
2010,July,T,30-34,14
2010,July,T,35-39,18
2010,July,T,40-44,10
2010,July,T,45-49,5
2010,July,T,50-54,6
2010,July,T,55-59,7
2010,July,T,60-64,0
2010,July,T,65-69,1
2010,July,T,70-74,0
2010,July,T,75+,2
2010,July,T,Total,194
2010,August,M,0-4,11
2010,August,M,9-May,10
2010,August,M,14-Oct,10
2010,August,M,15-19,19
2010,August,M,20-24,11
2010,August,M,25-29,7
2010,August,M,30-34,11
2010,August,M,35-39,7
2010,August,M,40-44,9
2010,August,M,45-49,4
2010,August,M,50-54,2
2010,August,M,55-59,2
2010,August,M,60-64,1
2010,August,M,65-69,0
2010,August,M,70-74,0
2010,August,M,75+,0
2010,August,M,Total,104
2010,August,F,0-4,17
2010,August,F,9-May,5
2010,August,F,14-Oct,8
2010,August,F,15-19,13
2010,August,F,20-24,5
2010,August,F,25-29,8
2010,August,F,30-34,7
2010,August,F,35-39,7
2010,August,F,40-44,6
2010,August,F,45-49,4
2010,August,F,50-54,1
2010,August,F,55-59,2
2010,August,F,60-64,2
2010,August,F,65-69,0
2010,August,F,70-74,0
2010,August,F,75+,0
2010,August,F,Total,85
2010,August,T,0-4,28
2010,August,T,9-May,15
2010,August,T,14-Oct,18
2010,August,T,15-19,32
2010,August,T,20-24,16
2010,August,T,25-29,15
2010,August,T,30-34,18
2010,August,T,35-39,14
2010,August,T,40-44,15
2010,August,T,45-49,8
2010,August,T,50-54,3
2010,August,T,55-59,4
2010,August,T,60-64,3
2010,August,T,65-69,0
2010,August,T,70-74,0
2010,August,T,75+,0
2010,August,T,Total,189
2010,September,M,0-4,12
2010,September,M,9-May,23
2010,September,M,14-Oct,10
2010,September,M,15-19,13
2010,September,M,20-24,7
2010,September,M,25-29,8
2010,September,M,30-34,9
2010,September,M,35-39,10
2010,September,M,40-44,5
2010,September,M,45-49,5
2010,September,M,50-54,2
2010,September,M,55-59,3
2010,September,M,60-64,2
2010,September,M,65-69,1
2010,September,M,70-74,0
2010,September,M,75+,0
2010,September,M,Total,110
2010,September,F,0-4,22
2010,September,F,9-May,21
2010,September,F,14-Oct,12
2010,September,F,15-19,16
2010,September,F,20-24,11
2010,September,F,25-29,11
2010,September,F,30-34,10
2010,September,F,35-39,10
2010,September,F,40-44,5
2010,September,F,45-49,2
2010,September,F,50-54,4
2010,September,F,55-59,2
2010,September,F,60-64,1
2010,September,F,65-69,1
2010,September,F,70-74,1
2010,September,F,75+,0
2010,September,F,Total,129
2010,September,T,0-4,34
2010,September,T,9-May,44
2010,September,T,14-Oct,22
2010,September,T,15-19,29
2010,September,T,20-24,18
2010,September,T,25-29,19
2010,September,T,30-34,19
2010,September,T,35-39,20
2010,September,T,40-44,10
2010,September,T,45-49,7
2010,September,T,50-54,6
2010,September,T,55-59,5
2010,September,T,60-64,3
2010,September,T,65-69,2
2010,September,T,70-74,1
2010,September,T,75+,0
2010,September,T,Total,239
2010,October,M,0-4,10
2010,October,M,9-May,18
2010,October,M,14-Oct,15
2010,October,M,15-19,14
2010,October,M,20-24,9
2010,October,M,25-29,15
2010,October,M,30-34,8
2010,October,M,35-39,7
2010,October,M,40-44,6
2010,October,M,45-49,3
2010,October,M,50-54,4
2010,October,M,55-59,4
2010,October,M,60-64,3
2010,October,M,65-69,2
2010,October,M,70-74,0
2010,October,M,75+,0
2010,October,M,Total,118
2010,October,F,0-4,15
2010,October,F,9-May,24
2010,October,F,14-Oct,14
2010,October,F,15-19,12
2010,October,F,20-24,13
2010,October,F,25-29,13
2010,October,F,30-34,11
2010,October,F,35-39,7
2010,October,F,40-44,5
2010,October,F,45-49,5
2010,October,F,50-54,2
2010,October,F,55-59,1
2010,October,F,60-64,1
2010,October,F,65-69,2
2010,October,F,70-74,0
2010,October,F,75+,1
2010,October,F,Total,126
2010,October,T,0-4,25
2010,October,T,9-May,42
2010,October,T,14-Oct,29
2010,October,T,15-19,26
2010,October,T,20-24,22
2010,October,T,25-29,28
2010,October,T,30-34,19
2010,October,T,35-39,14
2010,October,T,40-44,11
2010,October,T,45-49,8
2010,October,T,50-54,6
2010,October,T,55-59,5
2010,October,T,60-64,4
2010,October,T,65-69,4
2010,October,T,70-74,0
2010,October,T,75+,1
2010,October,T,Total,244
2010,November,M,0-4,21
2010,November,M,9-May,14
2010,November,M,14-Oct,10
2010,November,M,15-19,8
